index,question,classification,intent,sentence_length,num_arabic_stopwords,repeated_words,num_special_chars,num_repeated_words
509,ضمان الثلاجة اللي شريتها منكم يشمل الكمبروسر وهل الوكيل,complex,ask_warranty,12,2,{'ضمان': 2},2,1
510,ضمان خلاط براون كام سنة,simple,ask_warranty,5,0,{},1,0
511,سماعة الألعاب رازر مشمولة بضمان ضد عيوب التصنيع الإجراءات لتقديم مطالبة بالضمان,complex,ask_warranty,16,4,{},2,0
512,أبغى أعرف ضمان آيباد,simple,ask_warranty,4,0,{},1,0
513,الضمان الخاص بالتلفزيون الذكي سوني يغطي البكسلات الميتة مشاكل الشاشة فترة الاستخدام,complex,ask_warranty,17,5,{'من': 2},1,1
514,الباور بانك ضمان,simple,ask_warranty,4,1,{},1,0
515,شروط ضمان لابتوب الألعاب asus rog strix g15 وهل يشمل الضمان البطارية الشاحن,complex,ask_warranty,16,3,{},2,0
516,ضمان المكنسة الكهربائية اللي عندكم,simple,ask_warranty,6,1,{},1,0
517,الشاحن الأصلي بتاع سامسونج باظ الضمان بيغطيه لازم أشتري جديد,complex,ask_warranty,14,4,{},2,0
518,يوجد لديكم قميص أبيض,simple,product_availability,5,1,{},1,0
519,ستتوفر سماعات الأذن اللاسلكية سوني wh1000xm5 باللون الأسود مرة أخرى,complex,product_availability,11,1,{},2,0
520,جوال آيفون 15 متوفر,simple,product_availability,5,1,{},1,0
521,عايز أعرف حذاء نايكي إير جوردن 1 متوفر بمقاس 44 ولون أحمر,complex,product_availability,14,2,{},1,0
522,غسالة سامسونج متوفرة,simple,product_availability,4,1,{},1,0
523,جهاز بلايستيشن 5 متوفر حاليا للشراء وهل يوجد نسخة القرص النسخة الرقمية فقط,complex,product_availability,16,3,{},3,0
524,لابتوب ماك بوك موجود,simple,product_availability,5,1,{},1,0
525,ممكن أعرف الفستان السواريه الأسود مقاس لارج l لسه متوفر وهل ألوان تانية,complex,product_availability,16,2,{},2,0
526,يوجد شاحن آيفون أصلي,simple,product_availability,5,1,{},1,0
527,تتوفر هواتف شاومي ريدمي نوت 12 برو ماكس سعة 256 جيجابايت باللون الأزرق الأخضر,complex,product_availability,16,2,{},1,0
528,لعبة فيفا متوفرة,simple,product_availability,4,1,{},1,0
529,يتوفر خلاط براون الجديد اللي أعلنوا عنه الشهر الماضي,complex,product_availability,11,2,{},1,0
530,الكوتشي الأبيض مقاس 41 موجود,simple,product_availability,5,0,{},1,0
531,أريد الاستفسار توفر لابتوب الألعاب msi katana gf66 بمعالج i7 وكرت شاشة rtx 3050,complex,product_availability,15,1,{},1,0
532,قمصان رسمية رجالية,simple,product_availability,5,2,{},1,0
533,ستتوفر ساعة سامسونج جالاكسي ووتش 6 باللون الذهبي ومقاس 40 مم,complex,product_availability,12,1,{},1,0
534,الآيفون 13 برو لسه موجود,simple,product_availability,5,0,{},1,0
535,سماعات الأيربودز برو الجيل الثاني متوفرة حاليا وهل عروض عليها,complex,product_availability,13,3,{},3,0
536,الفرن الكهربائي الصغير متوفر,simple,product_availability,5,1,{},1,0
537,ممكن أعرف كانت الجاكت الجينز الرجالي مقاس ميديوم m متوفرة اللون الأزرق الفاتح,complex,product_availability,15,2,{},3,0
538,مواصفات تلفزيون سامسونج,simple,product_specifications,5,2,{},1,0
539,أرغب معرفة تفاصيل مواصفات جهاز اللابتوب لينوفو ليجن 5 برو خصوصا نوع المعالج وكرت الشاشة وحجم الرام,complex,product_specifications,18,1,{},3,0
540,ويش مواصفات جوال هواوي الجديد,simple,product_specifications,5,0,{},1,0
541,مواصفات غسالة إل جي الأوتوماتيكية الـ 9 كيلو وهل خاصية الغسيل بالبخار,complex,product_specifications,16,4,{},2,0
542,مواصفات بلايستيشن 5,simple,product_specifications,5,2,{},1,0
543,أريد معرفة المواصفات التقنية لساعة سامسونج جالاكسي ووتش 5 برو عمر البطارية ومقاومة الماء والمستشعرات المتوفرة,complex,product_specifications,17,1,{},2,0
544,جم سعة تخزين آيفون 14,simple,product_specifications,5,0,{},1,0
545,ممكن تقولي مواصفات كاميرا eos r6 مارك ii وخصوصا دقة المستشعر وسرعة التصوير المتتابع,complex,product_specifications,17,3,{},3,0
546,مواصفات سماعات سوني wh1000xm4,simple,product_specifications,6,2,{},2,0
547,أود معرفة تفاصيل مواصفات ثلاجة إل جي البابين سعتها الداخلية ونظام التبريد وكفاءة استهلاك الطاقة,complex,product_specifications,17,2,{},2,0
548,مساحة تخزين لابتوب ماك بوك إير,simple,product_specifications,8,2,{},1,0
549,أبغى أعرف وش مواصفات كاميرا جوال سامسونج جالاكسي s23 ألترا وكم ميجابكسل,complex,product_specifications,13,0,{},2,0
550,خامة قميص الدنيم,simple,product_specifications,4,1,{},1,0
551,مميزات ومواصفات حذاء الجري أديداس ألترا بوست 23 وهل مناسب للقدم المسطحة,complex,product_specifications,15,3,{},2,0
552,وزن كرسي الألعاب,simple,product_specifications,4,1,{},1,0
553,أرغب معرفة تفاصيل مواصفات تلفزيون إل جي oled c3 حجم الشاشة ومعدل التحديث والتقنيات الذكية المدعومة,complex,product_specifications,20,4,{'في': 2},2,1
554,الخلاط ده كام وات,simple,product_specifications,4,0,{},1,0
555,مواصفات جهاز الراوتر الجديد لينك وهل يدعم تقنية wifi 6e,complex,product_specifications,15,5,{},3,0
556,سعة الهاردسك الخارجي,simple,product_specifications,4,1,{},1,0
557,ممكن تديني معلومات مفصلة فرن بوش الكهربائي الجديد زي سعة الفرن ودرجات الحرارة القصوى وأنظمة الطهي المتاحة,complex,product_specifications,18,1,{},2,0
558,يمكنني التواصل خدمة العملاء,simple,others,6,2,{},1,0
559,يمكنني إلغاء طلبي الحالي رقم 98765 الشحن الإجراءات المطلوبة لذلك,complex,others,14,4,{},2,0
560,أبغى أعرف ساعات عملكم,simple,others,4,0,{},1,0
561,طرق الدفع المتاحة عندكم وهل إمكانية للدفع بالتقسيط اللابتوبات,complex,others,13,4,{},2,0
562,أواجه مشكلة تسجيل الدخول حسابي يمكنكم مساعدتي إعادة تعيين كلمة المرور حل المشكلة,complex,others,18,5,{'في': 2},2,1
563,أقدر أسوي حساب جديد,simple,others,5,1,{},1,0
564,يمكنني الحصول فاتورة ضريبية لعملية الشراء تمت الأسبوع الماضي لعدة أجهزة منزلية,complex,others,15,3,{},1,0
565,سياسة الخصوصية لديكم,simple,others,5,2,{},1,0
566,أرغب تقديم شكوى بخصوص منتج مطابق للوصف فما الإجراءات يجب علي اتباعها,complex,others,16,4,{},3,0
567,يمكنني تغيير عنوان بريدي الإلكتروني,simple,others,6,1,{},1,0
568,لديكم برنامج ولاء للعملاء نقاط مكافآت المشتريات وكيف يمكنني الانضمام إليه,complex,others,14,3,{},2,0
569,فين أقرب فرع ليكم,simple,others,4,0,{},1,0
570,أود تعديل بيانات حسابي الشخصي رقم الهاتف تاريخ الميلاد فهل يمكنني فعل بنفسي عبر الموقع,complex,others,18,3,{},2,0
571,المتجر موثوق,simple,others,3,1,{},1,0
572,أرغب الاشتراك النشرة البريدية لتلقي آخر العروض والخصومات فكيف يمكنني القيام بذلك,complex,others,14,2,{'في': 2},2,1
573,عايز أرجع فلوسي,simple,others,3,0,{},1,0
574,توفرون خدمة تجميع الأجهزة أجهزة الكمبيوتر المكتبية شرائها وهل تضاف رسوم,complex,others,16,4,{},2,0
575,وش طرق الدفع المتاحة,simple,others,5,1,{},1,0
576,عندي اقتراح لتطوير الموقع قسم مخصص لتقديم الملاحظات والاقتراحات,complex,others,11,2,{},2,0
577,أبحث هاتف سامسونج جديد,simple,search_product,5,1,{},1,0
578,سعر آيفون 15 برو ماكس,simple,ask_price,6,1,{},1,0
579,الفرق لاب توب ديل ولينوفو,simple,compare_products,7,2,{},1,0
580,وصل طلبي رقم 123456,simple,ask_about_order,5,1,{},1,0
581,الشحن مجاني,simple,ask_shipping,3,1,{},1,0
582,أقدر أرجع المنتج,simple,ask_return,4,1,{},1,0
583,يوجد ضمان ساعة آبل,simple,ask_warranty,6,2,{},1,0
584,تيشيرت نايكي متوفر بمقاس كبير,simple,product_availability,6,1,{},1,0
585,يمكنني إلغاء طلبي,simple,others,4,1,{},1,0
586,أريد البحث هاتف ذكي جديد الفئة المتوسطة وماركة شاومي,complex,search_product,11,2,{},1,0
587,يكلفني شراء غسالة ملابس أوتوماتيكية إل جي سعة 7 كيلو,complex,ask_price,12,2,{},1,0
588,الفروقات الرئيسية حذاء رياضي أديداس الترا بوست ونايكي إير ماكس,complex,compare_products,13,3,{},1,0
589,استفسر حالة طلبي رقم 987654 ومتى المتوقع يصل,complex,ask_about_order,11,3,{},1,0
590,أرغب معرفة خيارات الشحن المتاحة وسعر خيار لتوصيل لابتوب مدينة جدة,complex,ask_shipping,14,3,{},1,0
591,اشتريت مكبر صوت بوز أسبوع ووجدته يعمل بشكل صحيح يمكنني استرجاعه استبداله,complex,ask_return,16,4,{},2,0
592,مدة الضمان تلفزيون سامسونج الذكي 55 بوصة وماذا يشمل,complex,ask_warranty,14,4,{},2,0
593,يتوفر لديكم حذاء رياضي نايكي إير فورس 1 باللون الأبيض ومقاس 43,complex,product_availability,13,1,{},1,0
594,أرغب معرفة المواصفات الفنية للابتوب ماك بوك برو m3 الجديد,complex,product_specifications,12,2,{},1,0
595,يمكنني تعديل عنوان الشحن لطلبي رقم 789012 إرساله,complex,others,10,2,{},1,0
596,أبحث سماعات رأس لاسلكية سوني,simple,search_product,7,2,{},1,0
597,بكام تليفون أوبو رينو 10,simple,ask_price,5,0,{},1,0
598,ابغى أقارن غلاية كينوود وغلاية فيليبس,simple,compare_products,7,1,{},1,0
599,وين طلبي رقم 345678,simple,ask_about_order,4,0,{},1,0
600,مدة الشحن تاخذ,simple,ask_shipping,4,1,{},1,0
601,أقدر أستبدل الكاميرا,simple,ask_return,4,1,{},1,0
602,المنتج ده ضمان,simple,ask_warranty,4,1,{},1,0
603,تيشيرت أديداس الأزرق متوفر,simple,product_availability,5,1,{},1,0
604,أبغى أعرف مواصفات شاشة الألعاب lg,simple,product_specifications,6,0,{},1,0
605,يمكن الدفع الاستلام,simple,others,5,2,{},1,0
606,أود العثور حذاء رياضي نسائي مريح ماركة سكيتشرز للركض اليومي,complex,search_product,12,2,{},1,0
607,الثمن النهائي للابتوب ديل xps 15 التوصيل الرياض,complex,ask_price,12,4,{},1,0
608,يمكنك تزويدي بمقارنة مفصلة هاتف سامسونج جالاكسي s24 ألترا وهاتف جوجل بيكسل 8 برو الكاميرا والبطارية,complex,compare_products,20,4,{},1,0
609,أود الاستفسار موعد تسليم شحنة طلبي رقم 234567 يحتوي أجهزة منزلية,complex,ask_about_order,14,3,{},1,0
610,رسوم الشحن السريع لسماعة ايربودز برو القاهرة وكم يستغرق,complex,ask_shipping,13,3,{},2,0
611,اشتريت لعبة فيديو بلايستيشن 5 ولم أفتحها يمكنني إعادتها واسترداد المبلغ كاملا,complex,ask_return,13,1,{},3,0
612,شروط الضمان ثلاجة بوش البابين وماذا يغطي حالة الأعطال الفنية,complex,ask_warranty,16,5,{'الضمان': 2},2,1
613,تتوفر لديكم تيشيرتات رجالي بولو لاكوست باللون الكحلي ومقاس l,complex,product_availability,12,2,{},1,0
614,أرغب الحصول تفاصيل كاملة حول معالج وسعة تخزين هاتف شاومي ريدمي نوت 13 برو,complex,product_specifications,16,2,{},1,0
615,يمكنني التواصل خدمة العملاء بخصوص مشكلة الدفع لطلبي الأخير,complex,others,12,3,{},1,0
616,أبحث ألعاب بلايستيشن 4 جديدة,simple,search_product,6,1,{},1,0
617,سعر حذاء نايكي الجوردن,simple,ask_price,5,1,{},1,0
618,قارن تلفزيون سامسونج ال جي,simple,compare_products,7,2,{},1,0
619,طلبي رقم 456789 اتلغى لسه,simple,ask_about_order,6,1,{},1,0
620,يمكن الشحن لدولة الإمارات,simple,ask_shipping,5,1,{},1,0
621,سياسة الإرجاع للملابس,simple,ask_return,5,2,{},1,0
622,الكيبورد ده ضمان,simple,ask_warranty,5,2,{},1,0
623,سماعة الرأس ريزر متوفرة باللون الأسود,simple,product_availability,7,1,{},1,0
624,شو مواصفات هاتف هواوي p60 برو,simple,product_specifications,6,0,{},1,0
625,لديكم خدمة عملاء عبر الهاتف,simple,others,6,1,{},1,0
626,أرغب العثور ماوس ألعاب لاسلكي لوجيتك يتميز بالدقة العالية وعمر بطارية طويل,complex,search_product,15,3,{},1,0
627,سعر جهاز إكس بوكس سيريس الوقت الحالي عرض خصومات,complex,ask_price,15,5,{'إكس': 2},1,1
628,يمكنك عمل مقارنة تفصيلية ساعات آبل ووتش ألترا 2 وسامسونج جالكسي 6 الأداء والميزات الصحية,complex,compare_products,20,4,{'ووتش': 2},1,1
629,سيتم شحن طلبي رقم 567890 وهل تتبع متاح,complex,ask_about_order,11,2,{'رقم': 2},2,1
630,توفرون خدمة الشحن الدولي لملابس الأطفال البحرين التكلفة والمدة المتوقعة,complex,ask_shipping,14,4,{},2,0
631,اشتريت تلفزيون سوني 65 بوصة يومين وأريد إرجاعه بسبب وجود بكسلات ميتة يشمل سياسة الإرجاع,complex,ask_return,18,3,{},2,0
632,فترة الضمان المحددة لجهاز رواتر هواوي 5g وهل تغطي سوء الاستخدام,complex,ask_warranty,13,2,{},2,0
633,يوجد لديكم حذاء كاجوال رجالي تومي هيلفيغر باللون البني الغامق ومقاس 44,complex,product_availability,14,2,{},1,0
634,أرغب معرفة قدرة المعالج وحجم الذاكرة العشوائية للابتوب لينوفو ليجن 5 برو,complex,product_specifications,13,1,{},1,0
635,يمكنني طلب تغليف هدايا للمنتج اشتريته لطلبي رقم 678901,complex,others,11,2,{},1,0
636,أبحث غسالة صحون بيكو,simple,search_product,6,2,{},1,0
637,سعر خلاط فيليبس,simple,ask_price,4,1,{},1,0
638,قارن ساعات شاومي وساعات هواوي الذكية,simple,compare_products,8,2,{},1,0
639,طلبي 789012 يصل السبب,simple,ask_about_order,7,2,{},2,0
640,شحن سريع للرياض,simple,ask_shipping,5,2,{},1,0
641,سياسة الاسترجاع للملابس الداخلية,simple,ask_return,4,0,{},1,0
642,مدة الضمان جوال سامسونج,simple,ask_warranty,6,1,{},1,0
643,قميص بولو أزرق مقاس m متوفر,simple,product_availability,7,1,{},1,0
644,مواصفات لاب توب اتش بافيليون,simple,product_specifications,7,2,{},1,0
645,لديكم كوبونات خصم حاليا,simple,others,5,1,{},2,0
646,أرغب البحث سماعات أذن لاسلكية سوني سامسونج تتميز بخاصية إلغاء الضوضاء,complex,search_product,15,4,{},1,0
647,سعر جهاز تابلت آيباد برو 11 بوصة قلم آبل الجيل الثاني,complex,ask_price,13,2,{},1,0
648,يمكنكم مقارنة مميزات وعيوب غسالة صحون بوش وميديا استهلاك الماء والكهرباء,complex,compare_products,14,3,{},1,0
649,أريد معرفة تفاصيل تأخر طلبي رقم 890123 وهل إجراء يمكنني اتخاذه لتسريعه,complex,ask_about_order,15,3,{},2,0
650,شركات الشحن تتعاملون معها لتوصيل أجهزة اللابتوب المناطق النائية,complex,ask_shipping,13,4,{},1,0
651,اشتريت حذاء رياضي أديداس يومين والمقاس مناسب يمكنني استبداله بمقاس أكبر,complex,ask_return,15,4,{},2,0
652,البطارية هاتف سامسونج جالاكسي a54 مشمولة بالضمان فترة الضمان عليها,complex,ask_warranty,14,4,{},2,0
653,كاميرا سوني ألفا 7 iii متوفرة المخزون حاليا وهل تأتي عدسة,complex,product_availability,14,3,{},3,0
654,أرغب معرفة دقة الشاشة ونوع المعالج لاب توب مايكروسوفت سرفس برو 9,complex,product_specifications,14,2,{'في': 2},1,1
655,يمكنني دفع جزء المبلغ مقدما والباقي الاستلام لطلبي رقم 901234,complex,others,13,3,{},2,0
656,أبحث تلفزيون سمارت جديد,simple,search_product,5,1,{},1,0
657,تكييف إل جي 15 حصان,simple,ask_price,6,1,{},2,0
658,قارن أجهزة سوني وإكس بوكس للألعاب,simple,compare_products,7,1,{},1,0
659,طلبي رقم 012345 يتم تأكيده لماذا,simple,ask_about_order,7,1,{},2,0
660,التوصيل مجاني لمدينة الإسكندرية,simple,ask_shipping,5,1,{},1,0
661,أريد إرجاع بنطال جينز أفعل,simple,ask_return,7,1,{},2,0
662,ماهي مدة الضمان الثلاجة,simple,ask_warranty,5,1,{},1,0
663,حذاء نايكي الجوردن الأسود مقاس 42 متوفر,simple,product_availability,8,1,{},1,0
664,مواصفات الكاميرا هاتف جوجل بيكسل 8,simple,product_specifications,9,3,{},1,0
665,يمكن استلام الطلب الفرع,simple,others,6,2,{},1,0
666,أبحث شاشة تلفزيون ذكية سامسونج بحجم 55 بوصة وتكون بتقنية qled,complex,search_product,13,2,{},1,0
667,يكلفني شراء ساعة جارمن فينيكس 7 سولار الإكسسوارات المتوفرة,complex,ask_price,12,3,{},1,0
668,أريد مقارنة مفصلة هاتف آيفون 15 برو وسامسونج جالاكسي s24 الترا الأداء الكلي وقوة البطارية,complex,compare_products,18,3,{},1,0
669,وصل طلبي رقم 112233 يتضمن ملابس وهل يمكنني تغيير عنوان التسليم,complex,ask_about_order,13,2,{},2,0
670,تكلفة الشحن للمناطق خارج المدن الرئيسية المملكة العربية السعودية وهل توفرون خدمة التركيب لأجهزة التكييف,complex,ask_shipping,17,2,{},2,0
671,اشتريت لعبة بلايستيشن 5 ولم تعجبني يمكن إرجاعها واسترداد المبلغ يتم فتح الغلاف,complex,ask_return,16,3,{},2,0
672,تفاصيل الضمان لابتوب ديل xps 13 وهل يشمل الدولي,complex,ask_warranty,13,3,{'الضمان': 2},2,1
673,تتوفر لديكم طابعة إبسون إيكو تانك l3250 باللون الأسود وهل جاهزة للشحن الفوري,complex,product_availability,15,2,{},1,0
674,أريد معرفة نوع الشاشة ودقة الكاميرا الأمامية لهاتف هواوي نوفا 11 برو,complex,product_specifications,12,0,{},1,0
675,يمكنني إلغاء اشتراكي الرسائل البريدية الترويجية الخاصة,complex,others,10,2,{},1,0
676,أبحث حذاء رياضي أديداس,simple,search_product,6,2,{},1,0
677,سعر كاوية ملابس تيفال,simple,ask_price,5,1,{},1,0
678,قارن أجهزة التابلت سامسونج هواوي,simple,compare_products,8,3,{},1,0
679,فين طلبي رقم 223344,simple,ask_about_order,4,0,{},1,0
680,خيارات الشحن المتاحة,simple,ask_shipping,4,1,{},1,0
681,أسترجع لاب توب اشتريته,simple,ask_return,5,1,{},1,0
682,ضمان شاشة الألعاب,simple,ask_warranty,6,3,{},1,0
683,فستان سهرة أحمر مقاس s متوفر,simple,product_availability,7,1,{},1,0
684,مواصفات تليفزيون سامسونج 50 بوصة,simple,product_specifications,5,0,{},1,0
685,يمكنني تغيير طريقة الدفع لطلبي,simple,others,6,1,{},1,0
686,أريد البحث هاتف آيفون جديد يكون مقاوم للماء والغبار,complex,search_product,10,1,{},1,0
687,سعر فرن كهربائي بيلت أريستون سعة 71 لتر,complex,ask_price,11,3,{},1,0
688,أرغب مقارنة سماعات أبل ايربودز ماكس وسوني wh1000xm5 جودة الصوت وعمر البطارية,complex,compare_products,16,4,{},2,0
689,حالة طلبي رقم 334455 وهل تم إرسال رسالة بريد إلكتروني بالتحديثات,complex,ask_about_order,13,2,{},2,0
690,يمكن شحن هاتف سامسونج جالاكسي s24 ألترا عنوان مختلف الفاتورة,complex,ask_shipping,14,3,{'عنوان': 2},1,1
691,اشتريت ساعة ذكية هواوي 4 أيام يمكن إرجاعها أعد أرغب,complex,ask_return,16,5,{},2,0
692,تفاصيل الضمان شاشة سامسونج 4k مقاس 65 بوصة وماذا يشمل,complex,ask_warranty,13,3,{},1,0
693,يتوفر لديكم لابتوب للألعاب أسوس روج ستريكس باللون الأسود وذاكرة 16 جيجابايت,complex,product_availability,14,2,{},1,0
694,أرغب معرفة مواصفات معالج ومساحة تخزين جهاز بلايستيشن 5 سليم,complex,product_specifications,12,2,{},1,0
695,يمكنني حجز موعد لتركيب غسالة ملابس جديدة قمت بشرائها منكم,complex,others,11,1,{},1,0
696,أبحث مكنسة كهربائية باناسونيك,simple,search_product,6,2,{},1,0
697,كام تمن تليفون ريلمي c53,simple,ask_price,5,0,{},1,0
698,قارن ساعات هواوي فيت وساعات شاومي باند,simple,compare_products,8,1,{},1,0
699,طلبي رقم 445566 لسه وصلش إمتى هيوصل,simple,ask_about_order,8,1,{},2,0
700,يوجد شحن خارج القاهرة,simple,ask_shipping,5,1,{},1,0
701,سياسة الاسترجاع الخاصة بالأجهزة الإلكترونية,simple,ask_return,5,0,{},1,0
702,المايك ده ضمان,simple,ask_warranty,5,2,{},1,0
703,حذاء نايكي إير فورس 1 باللون الأسود مقاس 43 متوفر,simple,product_availability,11,1,{},1,0
704,أبغى أعرف مواصفات شاشة تلفزيون إل جي oled,simple,product_specifications,8,0,{},1,0
705,يمكنني دفع فاتورتي أونلاين,simple,others,5,1,{},1,0
706,أرغب البحث تيشيرت رياضي رجالي أديداس يكون مصنوعا خامات سريعة الجفاف,complex,search_product,15,4,{'من': 2},2,1
707,سعر هاتف شاومي 13 ألترا ملحقاته الشاحن والغطاء الواقي,complex,ask_price,12,3,{},1,0
708,الفروق الجوهرية لاب توب ماك بوك إير m2 وديل xps 13 الأداء وقوة المعالج,complex,compare_products,19,5,{},1,0
709,استفسر موعد شحن طلبي رقم 556677 وهل يمكنني تعديل وقت الاستلام,complex,ask_about_order,12,1,{},1,0
710,يمكنني اختيار شركة شحن معينة لتوصيل جهاز بلايستيشن 5 مدينة الدمام,complex,ask_shipping,13,2,{},1,0
711,اشتريت حذاء رياضي نايكي 3 أيام والمقاس مناسب يمكنني استبداله بمقاس آخر,complex,ask_return,16,4,{},2,0
712,شروط الضمان غسالة أطباق سامسونج وماذا يغطي حال الأعطال,complex,ask_warranty,13,4,{},1,0
713,يتوفر لديكم تيشيرت قطني رجالي لاكوست باللون الأبيض ومقاس xl,complex,product_availability,12,2,{},1,0
714,أرغب معرفة دقة الشاشة ونوع المعالج هاتف سامسونج جالاكسي s24 ألترا,complex,product_specifications,13,2,{'في': 2},1,1
715,يمكنني إلغاء طلبي رقم 667788 واسترداد المبلغ المدفوع,complex,others,9,1,{},1,0
716,ابحث جوال ايفون جديد,simple,search_product,5,1,{},1,0
717,سعر تابلت سامسونج a9 بلس,simple,ask_price,6,1,{},1,0
718,أبغى أقارن ساعات آبل وساعات هواوي,simple,compare_products,7,1,{},1,0
719,حالة طلبي رقم 778899,simple,ask_about_order,6,2,{},1,0
720,التوصيل يشمل المدن,simple,ask_shipping,5,2,{},1,0
721,أرجع حذاء اشتريته يومين,simple,ask_return,6,2,{},1,0
722,الضمان ثلاجة ال جي سنة,simple,ask_warranty,7,2,{},1,0
723,طقم أطباق بورسلين أبيض متوفر,simple,product_availability,6,1,{},1,0
724,شو مواصفات لاب توب اسوس زين بوك,simple,product_specifications,8,1,{},1,0
725,لديكم رقم للتواصل,simple,others,4,1,{},1,0
726,أود البحث سماعات ألعاب محيطية لوجيتك تكون متوافقة جهاز بلايستيشن 5,complex,search_product,14,3,{},1,0
727,سعر طباخ كهربائي بوش خاصية الحث الحراري,complex,ask_price,11,4,{},1,0
728,يمكنكم عمل مقارنة تليفزيون سوني برافيا oled وتليفزيون إل جي جودة الصورة والسعر,complex,compare_products,18,4,{'OLED': 2},1,1
729,استفسر موعد وصول الشحنة الخاصة بطلبي رقم 889900 وهل تم شحنها بالفعل,complex,ask_about_order,13,1,{},1,0
730,توفرون خدمة شحن مجانية للمشتريات تتجاوز مبلغ معين وهل يشمل الأحذية الرياضية,complex,ask_shipping,15,3,{},2,0
731,اشتريت هاتف سامسونج جالاكسي a54 أسبوع وظهر عيب مصنعي يمكنني استبداله استرجاع المبلغ,complex,ask_return,17,4,{},2,0
732,شروط الضمان ثلاجة سامسونج بابين وهل يغطي الفريزر,complex,ask_warranty,13,3,{'الضمان': 2},3,1
733,يتوفر لديكم قميص رجالي كاجوال أرماني باللون الأسود مقاس l,complex,product_availability,12,2,{},1,0
734,أرغب معرفة دقة الكاميرا الخلفية وسعة البطارية لهاتف ريلمي 11 برو بلس,complex,product_specifications,13,1,{},1,0
735,يمكنني تغيير موعد تسليم طلبي رقم 990011 تاريخ لاحق,complex,others,11,2,{},1,0
736,أبحث تلفزيون 4k ذكي lg,simple,search_product,7,2,{},1,0
737,سعر هاتف أوبو فايند x6 برو,simple,ask_price,7,1,{},1,0
738,قارن لاب توب اتش ولاب لينوفو السعر,simple,compare_products,12,4,{'توب': 2},1,1
739,طلبي رقم 001122 تم إرساله,simple,ask_about_order,6,1,{},2,0
740,تكلفة الشحن لمدينة الدمام,simple,ask_shipping,6,2,{},1,0
741,يمكن إرجاع الإكسسوارات,simple,ask_return,4,1,{},1,0
742,ضمان سماعات الرأس بوس,simple,ask_warranty,8,4,{},1,0
743,ساعة سامسونج جالاكسي ووتش 6 متوفرة باللون الذهبي,simple,product_availability,9,1,{},1,0
744,مواصفات غسالة ملابس بوش 8 كيلو,simple,product_specifications,6,0,{},1,0
745,لديكم خدمة عملاء 24 ساعة,simple,others,6,1,{},1,0
746,أريد البحث حذاء كاجوال رجالي تومي هيلفيغر يكون مصنوعا الجلد الطبيعي,complex,search_product,14,3,{'من': 2},2,1
747,سعر هاتف جوجل بيكسل 8 برو 256 جيجابايت باللون الأسود,complex,ask_price,12,2,{},1,0
748,أوجه الشبه والاختلاف جهاز نينتندو سويتش ونينتندو oled الشاشة وعمر البطارية,complex,compare_products,17,5,{'سويتش': 2},1,1
749,طلبي رقم 113344 يحتوي مشكلة الشحن ومتى سيتم حلها,complex,ask_about_order,12,3,{},2,0
750,سياسة الشحن للمنتجات الكبيرة الثلاجات المناطق الريفية,complex,ask_shipping,11,4,{},1,0
751,اشتريت لابتوب ديل يومين ووجدت عيب الشاشة يمكنني استبداله بآخر جديد,complex,ask_return,16,5,{},2,0
752,الضمان هاتف هواوي p60 برو يشمل الشاشة حال الكسر العرضي,complex,ask_warranty,13,3,{},1,0
753,يتوفر لديكم تيشيرت رجالي بولو رالف لورين باللون الأزرق الفاتح ومقاس m,complex,product_availability,14,2,{},1,0
754,أرغب معرفة مواصفات معالج ورامات لابتوب لينوفو ثينك باد x1 كاربون,complex,product_specifications,13,2,{},1,0
755,يمكنني إلغاء اشتراكي خدمة الرسائل النصية التسويقية,complex,others,9,2,{},1,0
756,أبحث هاتف ذكي جديد بميزانية متوسطة,simple,search_product,7,1,{},1,0
757,سعر ساعة آبل الجديدة,simple,ask_price,5,1,{},1,0
758,قارن أجهزة الألعاب بلايستيشن إكس بوكس,simple,compare_products,8,2,{},1,0
759,موعد تسليم طلبي رقم 224455,simple,ask_about_order,7,2,{},1,0
760,شحن دولي,simple,ask_shipping,4,2,{},1,0
761,سياسة إرجاع الأجهزة المنزلية,simple,ask_return,4,0,{},1,0
762,يوجد ضمان شاشة سامسونج,simple,ask_warranty,6,2,{},1,0
763,حذاء أديداس الترا بوست أبيض مقاس 41 متوفر,simple,product_availability,9,1,{},1,0
764,مواصفات تكييف كاريير 225 حصان,simple,product_specifications,5,0,{},2,0
765,لديكم فروع القاهرة,simple,others,5,2,{},1,0
766,أريد البحث لاب توب للألعاب أسوس يكون بسعر معقول ومواصفات قوية,complex,search_product,13,2,{},1,0
767,سعر هاتف شاومي ريدمي نوت 13 برو بلس 5g,complex,ask_price,10,1,{},1,0
768,يمكنكم مقارنة مميزات وعيوب سماعات سامسونج جالكسي بودز 2 برو وسماعات سوني لينك بادز s,complex,compare_products,16,1,{},1,0
769,أود الاستفسار سبب تأخر طلبي رقم 335566 يحتوي جهاز بلايستيشن 5,complex,ask_about_order,14,3,{},1,0
770,سياسة الشحن للمنتجات الثمينة الكاميرات الاحترافية مناطق بعيدة,complex,ask_shipping,12,4,{},1,0
771,اشتريت حذاء كاجوال أديداس أسبوع ووجدته مريح يمكنني إرجاعه,complex,ask_return,13,4,{},2,0
