index,question,classification,intent,sentence_length,num_arabic_stopwords,repeated_words,num_special_chars,num_repeated_words
1382,أريد إرجاع هذا اللابتوب.,simple,ask_return,4,1,{},1,0
1383,ما هي شروط ضمان سماعات Bose؟,simple,ask_warranty,6,2,{},1,0
1384,هل تيشيرت رجالي مقاس L باللون الأبيض متوفر؟,simple,product_availability,8,1,{},1,0
1385,ما هي دقة شاشة هاتف سامسونج S24 ألترا؟,simple,product_specifications,8,2,{},1,0
1386,أرغب في شراء هاتف ذكي بميزانية متوسطة، ويكون بكاميرا جيدة وبطارية تدوم طويلاً، ويفضل ماركة سامسونج أو شاومي.,complex,search_product,18,2,{},4,0
1387,كم سعر ساعة أبل ووتش ألترا 2، وهل يوجد عليها عروض مع حزام إضافي؟,complex,ask_price,14,2,{},2,0
1388,ما هي الفروقات بين شاشات الكمبيوتر من MSI و Acer، من حيث معدل التحديث وتقنيات الألوان؟,complex,compare_products,16,7,{'من': 2},2,1
1389,أريد معرفة موعد تسليم طلبي رقم 888888، وهل يمكنني تغيير طريقة الدفع عند الاستلام؟,complex,ask_about_order,14,1,{},2,0
1390,هل يمكنني تجميع أكثر من منتج في شحنة واحدة لتوفير رسوم الشحن الدولية؟,complex,ask_shipping,13,4,{},1,0
1391,ما هي شروط إرجاع أو استبدال أجهزة التلفزيون بعد تركيبها، وهل توجد رسوم على ذلك؟,complex,ask_return,15,5,{},2,0
1392,هل الضمان على أجهزة الألعاب من سوني يشمل الأضرار الناتجة عن سوء الاستخدام، وكم مدة الضمان على الأجهزة الطرفية؟,complex,ask_warranty,19,5,"{'الضمان': 2, 'على': 2}",2,2
1393,هل تيشيرت رجالي من Adidas مقاس XL باللون الأسود متوفر حالياً، وهل يمكنني طلبه أونلاين واستلامه من أقرب فرع؟,complex,product_availability,19,3,{'من': 2},3,1
1394,أرغب في معرفة المواصفات الدقيقة لابتوب HP Pavilion Gaming 15، خصوصاً نوع المعالج وكرت الشاشة المخصص للألعاب.,complex,product_specifications,17,1,{},3,0
1395,هل يمكنني الدفع عن طريق خدمة الدفع الفوري مثل Stc Pay؟,complex,others,11,3,{'الدفع': 2},1,1
1396,أبحث عن طاولة تلفزيون خشبية.,simple,search_product,5,1,{},1,0
1397,كم سعر هاتف آيفون 14 برو؟,simple,ask_price,6,1,{},1,0
1398,قارن بين أجهزة التابلت من لينوفو و سامسونج.,simple,compare_products,8,3,{},1,0
1399,هل طلبي رقم 998877 جاهز للشحن؟,simple,ask_about_order,6,1,{},1,0
1400,هل هناك توصيل مجاني على الطلبات الكبيرة؟,simple,ask_shipping,7,3,{},1,0
1401,هل يمكنني استبدال هذا المنتج بمنتج آخر؟,simple,ask_return,7,2,{},1,0
1402,كم مدة ضمان أجهزة الكمبيوتر؟,simple,ask_warranty,5,1,{},1,0
1403,هل لعبة سبايدر مان 2 متوفرة للبلايستيشن 5؟,simple,product_availability,8,1,{},1,0
1404,ما هي الألوان المتاحة لهاتف سامسونج S23 ألترا؟,simple,product_specifications,8,2,{},1,0
1405,هل يمكنني إلغاء اشتراكي في الرسائل النصية الترويجية؟,simple,others,8,2,{},1,0
1406,أرغب في شراء لابتوب للجامعة، ويكون خفيف الوزن وبطارية تدوم طويلاً، ويفضل ماركة مايكروسوفت سرفس أو LG جرام.,complex,search_product,18,2,{},4,0
1407,كم سعر جهاز التابلت هواوي ميت باد 11 الجديد، وهل يأتي مع كيبورد وقلم مجاناً؟,complex,ask_price,15,2,{},3,0
1408,ما هي الفروقات بين سماعات ايربودز برو 2 وسماعات سوني WF-1000XM5، من حيث جودة الصوت وميزات إلغاء الضوضاء؟,complex,compare_products,18,5,{},3,0
1409,أريد معرفة حالة طلبي رقم 123456، وهل يمكنني تغيير طريقة الاستلام من التوصيل إلى استلام من الفرع؟,complex,ask_about_order,17,3,{'من': 2},2,1
1410,هل يمكنني تحديد موعد محدد لتوصيل طلبي، وهل توجد رسوم إضافية على ذلك؟,complex,ask_shipping,13,2,{},2,0
1411,ما هي شروط إرجاع أو استبدال أجهزة الكمبيوتر المحمولة بعد استخدامها لمدة أسبوع، وهل توجد رسوم إعادة تخزين؟,complex,ask_return,18,4,{},2,0
1412,هل الضمان على هواتف شاومي يشمل عيوب التصنيع ومشاكل البطارية، وكم مدة الضمان على الاكسسوارات المرفقة؟,complex,ask_warranty,16,3,"{'الضمان': 2, 'على': 2}",2,2
1413,هل حذاء الركض من نايكي، موديل Pegasus 40، متوفر بمقاس 43 باللون الأسود، وهل يوجد منه إصدارات مقاومة للماء؟,complex,product_availability,19,3,{},4,0
1414,أرغب في معرفة المواصفات الدقيقة لساعة Apple Watch Series 9، خصوصاً ميزات تتبع الصحة واللياقة البدنية وعمر البطارية.,complex,product_specifications,18,1,{},3,0
1415,هل يمكنني تجميع نقاط ولاء من مشترياتي واستبدالها بقسائم خصم؟,complex,others,10,2,{},1,0
1416,أبحث عن هواتف سامسونج.,simple,search_product,4,1,{},1,0
1417,هل لديكم لابتوبات من ماركة ديل؟,simple,search_product,6,2,{},1,0
1418,أريد أن أرى أحذية رياضية رجالية.,simple,search_product,6,2,{},1,0
1419,ابغى ألعاب بلايستيشن 5.,simple,search_product,4,0,{},1,0
1420,أبحث عن أجهزة منزلية صغيرة.,simple,search_product,5,1,{},1,0
1421,وين ألقى قمصان رجالية؟,simple,search_product,4,0,{},1,0
1422,أدور على إكسسوارات نسائية.,simple,search_product,4,1,{},1,0
1423,هل عندكم شنط يد حريمي؟,simple,search_product,5,1,{},1,0
1424,يا ريت تعرضوا لي ساعات ذكية.,simple,search_product,6,2,{},1,0
1425,ممكن أشوف تيشيرتات رجالي؟,simple,search_product,4,0,{},1,0
1426,أنا أبحث عن هاتف آيفون 15 برو ماكس باللون الأزرق الجديد بسعة تخزين 256 جيجابايت.,complex,search_product,15,2,{},1,0
1427,يا ريت لو تعرضوا لي لابتوبات جيمينج من ماركة MSI أو Razer تكون بمعالج Intel Core i9.,complex,search_product,17,5,{},1,0
1428,أريد أن أجد فستان سهرة طويل بلون أسود ومقاس XL يناسب حفلة زفاف.,complex,search_product,13,1,{},1,0
1429,أدور على حذاء رياضي من نايكي للمشي، يكون مريح ولونه أبيض أو رمادي.,complex,search_product,13,3,{},2,0
1430,هل عندكم غسالات ملابس أوتوماتيكية سعة 8 كيلو من ماركة بوش أو ال جي تكون موفرة للطاقة؟,complex,search_product,17,3,{},1,0
1431,أنا محتاج قميص رجالي كحلي مقاس لارج من القطن المصري الفاخر، موجود عندكم؟,complex,search_product,13,2,{},2,0
1432,ابغى سماعات رأس بلوتوث تكون عازلة للضوضاء ومن سوني، وتكون مناسبة للاستخدام اليومي.,complex,search_product,13,1,{},2,0
1433,ممكن تفرجيلي أجهزة تابلت للأطفال تكون رخيصة ومناسبة للتعلم وتدعم الواي فاي؟,complex,search_product,12,0,{},1,0
1434,أبحث عن محفظة جلد طبيعي رجالية بلون بني غامق من ماركة بولو، وتكون فيها عدة جيوب للبطاقات.,complex,search_product,17,3,{},2,0
1435,عندكم شاشات تلفزيون ذكية مقاس 55 بوصة من سامسونج موديل معين يكون يدعم 4K و HDR10+؟,complex,search_product,16,2,{},2,0
1436,بكم لابتوب ماك بوك برو الجديد؟,simple,ask_price,6,1,{},1,0
1437,ما هو ثمن ساعة آبل واتش الترا 2؟,simple,ask_price,8,2,{},1,0
1438,كم قيمة غسالة الصحون من بوش؟,simple,ask_price,6,2,{},1,0
1439,سعر تيشيرت نايكي الرجالي ده كام؟,simple,ask_price,6,0,{},1,0
1440,كم سعر حذاء أديداس الجديد؟,simple,ask_price,5,1,{},1,0
1441,بكم كاميرا كانون EOS R6؟,simple,ask_price,5,2,{},1,0
1442,ما هو سعر جهاز بلايستيشن 5؟,simple,ask_price,6,2,{},1,0
1443,كم سعر سماعات ايربودز برو؟,simple,ask_price,5,1,{},1,0
1444,بكام المكنسة الكهربائية دايسون؟,simple,ask_price,4,0,{},1,0
1445,أريد معرفة سعر هاتف شاومي 14 الترا وهل يشمل الضريبة المضافة؟,complex,ask_price,11,0,{},1,0
1446,ممكن أعرف سعر لابتوب Dell XPS 15 بالمواصفات الأساسية وهل يوجد عليه أي خصومات؟,complex,ask_price,14,2,{},1,0
1447,شو ثمن فستان السهرة الأحمر مقاس لارج، وهل التوصيل مجاني؟,complex,ask_price,10,0,{},2,0
1448,بكام الغسالة الأوتوماتيكية من LG سعة 10 كيلو، وهل التركيب مجاني؟,complex,ask_price,11,1,{},2,0
1449,يا ريت أعرف سعر شاشة تلفزيون سامسونج 65 بوصة QLED، ولو في عليها عرض حالياً.,complex,ask_price,15,3,{},3,0
1450,كم يكلف شراء جهاز Xbox Series X مع يد تحكم إضافية؟,complex,ask_price,11,2,{},1,0
1451,ممكن تديني سعر ساعة هواوي واتش GT4 الذهبية، وهل متوفرة بتقسيط؟,complex,ask_price,11,0,{},2,0
1452,بكام سعر ميكروويف باناسونيك 30 لتر، وهل يشمل الضمان؟,complex,ask_price,9,0,{},2,0
1453,أنا عايز أعرف سعر حذاء رياضي أبيض من نيو بالانس مقاس 43.,complex,ask_price,12,2,{},1,0
1454,كم سعر كاميرا سوني ألفا 7 III مع عدسة 24-70 ملم؟,complex,ask_price,11,2,{},2,0
1455,قارن بين آيفون 15 برو وسامسونج S24 ألترا.,simple,compare_products,8,1,{},1,0
1456,أيهما أفضل، لابتوب HP أم Dell؟,simple,compare_products,6,1,{},2,0
1457,ما الفرق بين ساعات هواوي وأبل؟,simple,compare_products,6,2,{},1,0
1458,قارني بين غسالات LG وسامسونج.,simple,compare_products,5,1,{},1,0
1459,أيهما أقوى، بلايستيشن 5 أم Xbox Series X؟,simple,compare_products,8,1,{},2,0
1460,ما هو الفارق بين تلفزيونات OLED و QLED؟,simple,compare_products,8,4,{},1,0
1461,مقارنة بين سماعات Bose و Sony.,simple,compare_products,6,2,{},1,0
1462,أيهما أفضل للألعاب، معالج Intel أم AMD؟,simple,compare_products,7,1,{},2,0
1463,شو الفرق بين كاميرات نيكون وكانون؟,simple,compare_products,6,1,{},1,0
1464,قارن بين أحذية نايكي وأديداس الرياضية.,simple,compare_products,6,1,{},1,0
1465,أرغب في مقارنة شاملة بين هاتف جوجل بيكسل 8 برو وهاتف OnePlus 12 من حيث الكاميرا والأداء وعمر البطارية.,complex,compare_products,19,4,{},1,0
1466,ممكن توضحلي الفروقات الجوهرية بين لابتوب مايكروسوفت سرفس برو 9 وماك بوك إير M2 من حيث سهولة الحمل والبرامج المدعومة؟,complex,compare_products,20,3,{},1,0
1467,أريد معرفة الاختلافات بين شاشة تلفزيون سوني برافيا 55 بوصة وشاشة LG OLED 55 بوصة في جودة الصورة ومعدل التحديث.,complex,compare_products,20,2,"{'55': 2, 'بوصة': 2}",1,2
1468,ما هي أوجه المقارنة الرئيسية بين ثلاجة سامسونج بابين وثلاجة LG بابين من حيث سعة التخزين واستهلاك الطاقة والتقنيات الذكية؟,complex,compare_products,20,5,{'بابين': 2},1,1
1469,أيهما أفضل لشخص يعمل في مجال التصميم الجرافيكي، لابتوب ديل بريسيشن 5570 أم ماك بوك برو 16 بوصة؟,complex,compare_products,18,2,{},2,0
1470,شو المميزات والعيوب لكل من أحذية الجري من هوكا وأحذية الجري من أندر آرمور؟,complex,compare_products,14,3,"{'من': 3, 'الجري': 2}",1,2
1471,ممكن تعمل مقارنة بين ساعات هواوي واتش الترا 2 وسامسونج جالاكسي واتش 6 كلاسيك من ناحية الميزات الصحية والبطارية؟,complex,compare_products,19,2,{'واتش': 2},1,1
1472,ما هي الفروقات بين مكنسة دايسون V15 Detect ومكنسة روبوروك S8 برو الترا من حيث قوة الشفط وخصائص التنظيف الذكي؟,complex,compare_products,20,5,{},1,0
1473,أقارن بين جهازين تابلت: آيباد إير 5 وسامسونج جالاكسي تاب S9، أي منهما أفضل للرسم وكتابة الملاحظات؟,complex,compare_products,17,2,{},3,0
1474,أرغب في مقارنة كاميرا كانون EOS R7 وكاميرا سوني ألفا 6700 من حيث جودة الفيديو وسرعة التركيز التلقائي.,complex,compare_products,18,4,{},1,0
1475,ما هو وضع طلبي رقم 12345؟,simple,ask_about_order,6,2,{},1,0
1476,أين طلبيتي؟,simple,ask_about_order,2,1,{},1,0
1477,متى سيصل طلبي؟,simple,ask_about_order,3,1,{},1,0
1478,هل تم شحن طلبي 67890؟,simple,ask_about_order,5,1,{},1,0
1479,تتبّع طلبي رقم 54321.,simple,ask_about_order,4,0,{},2,0
1480,هل طلبي 98765 جاهز للاستلام؟,simple,ask_about_order,5,1,{},1,0
1481,أرغب في تعديل طلبي.,simple,ask_about_order,4,1,{},1,0
1482,هل يمكن إلغاء طلبي؟,simple,ask_about_order,4,1,{},1,0
1483,أرغب في الاستفسار عن تفاصيل طلبي رقم 112233، وهل تم شحنه ومتى الموعد المتوقع لوصوله؟,complex,ask_about_order,15,2,{},2,0
1484,يا جماعة، طلبي اللي رقمه 445566 تأخر، ممكن أعرف ليه وموعد وصوله بالظبط؟,complex,ask_about_order,13,1,{},3,0
1485,اشتريت هاتف آيفون 15 برو ماكس في طلبي رقم 778899، لكن أرغب في تغيير اللون من الأزرق إلى الأسود، هل هذا ممكن؟,complex,ask_about_order,22,7,{'في': 2},3,1
1486,طلبي رقم 223344 يحتوي على لابتوب ديل، هل يمكنني إضافة حقيبة لابتوب إلى نفس الطلب قبل الشحن؟,complex,ask_about_order,17,5,{'لابتوب': 2},2,1
1487,أريد معرفة شركة الشحن المسؤولة عن توصيل طلبي رقم 556677 ورقم التتبع الخاص به.,complex,ask_about_order,14,1,{},1,0
1488,لقد وصلني إشعار بأن طلبي رقم 889900 قد تم تسليمه، لكنني لم أستلمه بعد، ماذا أفعل؟,complex,ask_about_order,16,3,{},3,0
1489,هل يمكنني استلام طلبي رقم 334455 من المتجر بدلاً من الشحن للمنزل؟,complex,ask_about_order,12,3,{'من': 2},2,1
1490,أرغب في تحديث عنوان الشحن لطلبي رقم 667788، فالعنوان القديم غير صحيح.,complex,ask_about_order,12,2,{},2,0
1491,ما هي الإجراءات المطلوبة لتقديم شكوى بخصوص طلبي رقم 990011 الذي وصلني تالفاً؟,complex,ask_about_order,13,3,{},2,0
1492,هل يمكنني طلب فاتورة ضريبية لطلبي رقم 101122 الذي يتضمن عدة أجهزة إلكترونية؟,complex,ask_about_order,13,2,{},1,0
1493,كم تكلفة الشحن؟,simple,ask_shipping,3,1,{},1,0
1494,كم تستغرق مدة الشحن؟,simple,ask_shipping,4,1,{},1,0
1495,ما هي شركات الشحن المتعاملين معها؟,simple,ask_shipping,6,2,{},1,0
1496,هل يمكن الشحن إلى جدة؟,simple,ask_shipping,5,2,{},1,0
1497,ما هي رسوم التوصيل؟,simple,ask_shipping,4,2,{},1,0
1498,هل توفرون خدمة التوصيل السريع؟,simple,ask_shipping,5,1,{},1,0
1499,هل الشحن يشمل تركيب الأجهزة؟,simple,ask_shipping,5,1,{},1,0
1500,أين أجد سياسة الشحن؟,simple,ask_shipping,4,1,{},1,0
1501,ما هي خيارات الشحن المتاحة لمدينة الرياض وكم تستغرق المدة المتوقعة للتوصيل للمنتجات الكبيرة مثل الثلاجات؟,complex,ask_shipping,16,3,{},1,0
1502,أرغب في معرفة سياسة الشحن الدولية، وهل تشمل الضرائب الجمركية على المنتجات الإلكترونية؟,complex,ask_shipping,13,2,{},2,0
1503,كم تكلفة الشحن لعدد 5 تي شيرتات رجالي مقاس لارج إلى القاهرة، وكم يوم يستغرق؟,complex,ask_shipping,15,3,{},2,0
1504,هل هناك أي رسوم إضافية على الشحن في حال اختيار الدفع عند الاستلام؟,complex,ask_shipping,13,6,{},1,0
1505,ما هي الإجراءات المتبعة في حال تأخر الشحنة أو فقدانها؟,complex,ask_shipping,10,4,{},1,0
1506,أريد أن أعرف إذا كان هناك شحن مجاني على مشتريات تتجاوز مبلغ معين، وكم هو هذا المبلغ؟,complex,ask_shipping,17,7,{},2,0
1507,هل يمكن تحديد موعد معين لتوصيل لابتوب ديل XPS 15 أم هو خلال ساعات العمل فقط؟,complex,ask_shipping,16,3,{},1,0
1508,ما هي الدول التي يشملها الشحن الدولي، وما هي تكلفة شحن حذاء رياضي من نايكي إلى الإمارات؟,complex,ask_shipping,17,7,{'هي': 2},2,1
1509,هل توفرون خدمة تجميع الأجهزة المنزلية الكبيرة بعد الشحن، مثل غسالات الملابس؟,complex,ask_shipping,12,3,{},2,0
1510,أنا مسافر الأسبوع القادم، هل يمكنني طلب شحن هاتف سامسونج جالاكسي S24 لعنوان مؤقت؟,complex,ask_shipping,14,2,{},2,0
1511,هل يمكنني إرجاع المنتج؟,simple,ask_return,4,1,{},1,0
1512,ما هي شروط الاسترجاع؟,simple,ask_return,4,2,{},1,0
1513,كم مدة الاسترجاع المسموحة؟,simple,ask_return,4,1,{},1,0
1514,هل يمكن استبدال المنتج؟,simple,ask_return,4,1,{},1,0
1515,أين أجد سياسة الإرجاع؟,simple,ask_return,4,1,{},1,0
1516,هل الإرجاع مجاني؟,simple,ask_return,3,1,{},1,0
1517,هل يمكنني إرجاع هاتف؟,simple,ask_return,4,1,{},1,0
1518,ماذا لو المنتج كان معيباً؟,simple,ask_return,5,3,{},2,0
1519,هل يمكن إرجاع الملابس؟,simple,ask_return,4,1,{},1,0
1520,كيف أبدأ عملية الإرجاع؟,simple,ask_return,4,1,{},1,0
1521,اشتريت حذاء رياضي من أديداس مقاس 42، لكنه غير مناسب، هل يمكنني استبداله أو إرجاعه والحصول على مقاس 43؟,complex,ask_return,19,5,{'مقاس': 2},3,1
1522,ما هي فترة السماح لإرجاع المنتجات الإلكترونية وهل يشترط وجود العلبة الأصلية والفاتورة؟,complex,ask_return,13,2,{},1,0
1523,لقد قمت بشراء غسالة ملابس من LG، ولكنني أرغب في إرجاعها لأنها أكبر من المساحة المتاحة، ما هي الإجراءات؟,complex,ask_return,19,5,{'من': 2},3,1
1524,هل يمكنني إرجاع فستان سهرة أحمر مقاس M إذا لم يتم ارتداؤه ولكنه فتح من التغليف؟,complex,ask_return,16,4,{},1,0
1525,ما هي شروط استرجاع الأجهزة المنزلية الكبيرة مثل الثلاجات بعد تركيبها؟,complex,ask_return,11,4,{},1,0
1526,اشتريت هاتف آيفون 15 برو ماكس وظهر فيه عيب مصنعي بعد أسبوع، هل يمكنني استبداله بآخر جديد أم سأحصل على صيانة؟,complex,ask_return,21,5,{},2,0
1527,هل يمكن إرجاع ألعاب الفيديو بعد فتحها إذا كانت لا تعمل بشكل صحيح؟,complex,ask_return,13,4,{},1,0
1528,ما هي تكلفة الشحن لإرجاع لابتوب Dell XPS 15 في حال غيرت رأيي في الشراء؟,complex,ask_return,15,4,{'في': 2},1,1
1529,أريد إرجاع سماعات سوني WH-1000XM5، هل يمكنني ذلك إذا كانت علبتها مفتوحة لكن السماعات لم تستخدم؟,complex,ask_return,16,5,{},3,0
1530,هل يمكن إرجاع إكسسوارات الهواتف مثل الكفرات والشواحن إذا لم تكن مطابقة للوصف؟,complex,ask_return,13,4,{},1,0
1531,هل يوجد ضمان على هذا المنتج؟,simple,ask_warranty,6,3,{},1,0
1532,كم مدة الضمان؟,simple,ask_warranty,3,1,{},1,0
1533,ما هي شروط الضمان؟,simple,ask_warranty,4,2,{},1,0
1534,هل الضمان يشمل سوء الاستخدام؟,simple,ask_warranty,5,1,{},1,0
1535,أين يمكنني صيانة المنتج؟,simple,ask_warranty,4,1,{},1,0
1536,هل يوجد ضمان دولي؟,simple,ask_warranty,4,1,{},1,0
1537,من هو وكيل الضمان؟,simple,ask_warranty,4,2,{},1,0
1538,هل الضمان يشمل قطع الغيار؟,simple,ask_warranty,5,1,{},1,0
1539,هل ضمان اللابتوب ساري؟,simple,ask_warranty,4,1,{},1,0
1540,هل ضمان الهاتف يشمل الشاشة؟,simple,ask_warranty,5,1,{},1,0
1541,كم سنة ضمان على لابتوب لينوفو Legion 5 وهل يشمل سوء الاستخدام أو الأعطال الناتجة عن السوائل؟,complex,ask_warranty,17,4,{},1,0
1542,أرغب في معرفة تفاصيل الضمان الخاص بهاتف Samsung Galaxy Z Fold 5، ومن هو وكيل الصيانة المعتمد في السعودية؟,complex,ask_warranty,19,4,{'في': 2},2,1
1543,ما هي فترة الضمان على الأجهزة المنزلية الكبيرة مثل غسالات الأطباق من بوش، وهل يشمل الضمان خدمة التركيب؟,complex,ask_warranty,18,5,{'الضمان': 2},2,1
1544,هل ضمان ساعات أبل واتش الترا 2 يشمل استبدال البطارية في حال تدهور أدائها خلال عام؟,complex,ask_warranty,16,2,{},1,0
1545,ما هي شروط تفعيل الضمان على كاميرا سوني ألفا 7 IV وهل أحتاج لتسجيل المنتج عبر الإنترنت؟,complex,ask_warranty,17,3,{},1,0
1546,هل الضمان على تلفزيون LG OLED 65 بوصة يشمل حرق الشاشة (Burn-in)؟,complex,ask_warranty,12,2,{},4,0
1547,أريد معرفة هل يوجد ضمان على إكسسوارات الهواتف مثل الشواحن اللاسلكية من أنكر، وكم مدته؟,complex,ask_warranty,15,4,{},2,0
1548,في حال تعطل جهاز PlayStation 5 الخاص بي بعد 6 أشهر، هل يتم استبداله أم إصلاحه بموجب الضمان؟,complex,ask_warranty,18,5,{},2,0
1549,هل يشمل ضمان حذاء رياضي من نايكي العيوب التصنيعية فقط أم يشمل أيضاً التلف الناتج عن الاستخدام العادي؟,complex,ask_warranty,18,4,{'يشمل': 2},2,1
1550,أين أجد معلومات الضمان المفصلة لمنتج معين مثل طابعة إبسون EcoTank L3250؟,complex,ask_warranty,12,2,{},1,0
1551,هل هاتف آيفون 15 متوفر؟,simple,product_availability,5,1,{},1,0
1552,هل لابتوب ماك بوك إير موجود؟,simple,product_availability,6,1,{},1,0
1553,هل تيشيرت نايكي الأسود متوفر؟,simple,product_availability,5,1,{},1,0
1554,هل يوجد بلايستيشن 5 حالياً؟,simple,product_availability,5,1,{},2,0
1555,هل أحذية أديداس متوفرة بمقاس 44؟,simple,product_availability,6,1,{},1,0
1556,هل سماعات Bose QuietComfort متوفرة؟,simple,product_availability,5,1,{},1,0
1557,هل تلفزيون LG OLED 55 بوصة موجود؟,simple,product_availability,7,1,{},1,0
1558,هل كاميرا كانون EOS R10 متوفرة؟,simple,product_availability,6,2,{},1,0
1559,هل أجهزة تابلت سامسونج متوفرة؟,simple,product_availability,5,1,{},1,0
1560,أبحث عن هاتف سامسونج جالاكسي S24 ألترا باللون الأخضر، هل هو متاح حالياً للشراء أم نفدت الكمية؟,complex,product_availability,17,4,{},3,0
1561,هل لابتوب Dell XPS 15 بمعالج i7 وذاكرة 16 جيجا متوفر في المخزون، ومتى تتوقعون توفره مرة أخرى إذا كان غير موجود؟,complex,product_availability,22,5,{},2,0
1562,هل سترة الجلد البنية مقاس M متوفرة في المتجر حالياً، وهل يمكنني حجزها؟,complex,product_availability,13,2,{},3,0
1563,أريد شراء حذاء رياضي أبيض من نايكي مقاس 43، هل هو متاح للشحن الفوري؟,complex,product_availability,14,3,{},2,0
1564,هل غسالة الأطباق من بوش موديل SMS6ZCW00G متوفرة حالياً، وهل يمكن توصيلها وتركيبها الأسبوع القادم؟,complex,product_availability,15,2,{},3,0
1565,أبحث عن جهاز PlayStation 5 النسخة الرقمية، هل هو متوفر في جميع الفروع أم فرع معين؟,complex,product_availability,16,6,{},2,0
1566,هل سماعات AirPods Pro 2 متوفرة بكميات كافية، وهل هناك حد أقصى للشراء؟,complex,product_availability,13,2,{},2,0
1567,متى يتوفر تلفزيون سوني برافيا 75 بوصة X90L مرة أخرى، فقد نفد من المخزون؟,complex,product_availability,14,2,{},2,0
1568,هل قمصان رجالية قطنية بيضاء مقاس XL متوفرة لديكم حالياً، وكم عدد القطع المتاحة؟,complex,product_availability,14,1,{},3,0
1569,هل إكسسوارات سامسونج الأصلية مثل الشواحن والكابلات متوفرة دائماً أم تنفد بسرعة؟,complex,product_availability,12,3,{},2,0
1570,ما هي مواصفات تلفزيون سامسونج QLED؟,simple,product_specifications,6,2,{},1,0
1571,أريد معرفة تفاصيل لابتوب HP Pavilion.,simple,product_specifications,6,0,{},1,0
1572,ما هي مواصفات هاتف آيفون 15 برو؟,simple,product_specifications,7,2,{},1,0
1573,كم سعة غسالة LG؟,simple,product_specifications,4,1,{},1,0
1574,ما هي مميزات سماعات سوني WH-1000XM5؟,simple,product_specifications,6,2,{},2,0
1575,أريد معرفة أبعاد ثلاجة بوش.,simple,product_specifications,5,0,{},1,0
1576,ما هي دقة كاميرا كانون R5؟,simple,product_specifications,6,3,{},1,0
1577,كم ذاكرة جهاز بلايستيشن 5؟,simple,product_specifications,5,1,{},1,0
1578,ما هو نوع شاشة هاتف شاومي 14؟,simple,product_specifications,7,2,{},1,0
1579,ما هي خامات تي شيرت أديداس؟,simple,product_specifications,6,3,{},1,0
1580,ممكن لو سمحت توضحلي كل مواصفات هاتف iPhone 15 Pro Max، خصوصًا البطارية والكاميرا والمعالج؟,complex,product_specifications,15,2,{},3,0
1581,ما هي أبعاد غسالة الصحون بوش ومتوسط استهلاكها للكهرباء والماء، وهل تحتوي على برامج غسيل متعددة؟,complex,product_specifications,16,3,{},2,0
1582,أرغب في معرفة تفاصيل مواصفات لابتوب Acer Predator Helios 300، خاصة كرت الشاشة وسعة الرام ومعدل تحديث الشاشة.,complex,product_specifications,18,2,{},2,0
1583,ما هي المواصفات التقنية لساعة سامسونج جالاكسي واتش 6 كلاسيك، مثل مقاومة الماء ومستشعرات الصحة؟,complex,product_specifications,15,3,{},2,0
1584,هل يمكن تزويدي بمعلومات مفصلة عن تلفزيون LG C3 OLED، مثل نوع المعالج وتقنيات تحسين الصورة ومخارج الـ HDMI؟,complex,product_specifications,19,3,{},2,0
1585,ما هي مميزات كاميرا سوني ZV-E10 للفلوج، وهل تأتي مع عدسة كيت؟,complex,product_specifications,12,3,{},3,0
1586,أريد أن أعرف تفاصيل جهاز الألعاب Nintendo Switch OLED، مثل حجم الشاشة ودقتها وعمر البطارية في وضعية اللعب المحمول.,complex,product_specifications,19,3,{},2,0
1587,ما هي مواصفات سماعة الرأس اللاسلكية HyperX Cloud III، وهل تدعم الصوت المحيطي؟,complex,product_specifications,13,2,{},2,0
1588,هل يمكنكم تزويدي بجدول مقاسات دقيق لقمصان بولو رجالية من ماركة رالف لورين؟,complex,product_specifications,13,2,{},1,0
1589,ما هي المواد المصنعة لحذاء أديداس Ultraboost 22 وهل النعل الخارجي مقاوم للانزلاق؟,complex,product_specifications,13,2,{},1,0
1590,هل المتجر يفتح يوم الجمعة؟,simple,others,5,1,{},1,0
1591,هل لديكم تطبيق للمتجر؟,simple,others,4,1,{},1,0
1592,كيف أغير كلمة المرور؟,simple,others,4,1,{},1,0
1593,هل يوجد نقاط ولاء للعملاء؟,simple,others,5,1,{},1,0
1594,كيف أسجل حساب جديد؟,simple,others,4,1,{},1,0
1595,هل توفرون بطاقات هدايا؟,simple,others,4,1,{},1,0
1596,هل يمكنني زيارة فرعكم؟,simple,others,4,1,{},1,0
1597,هل يمكنني تغيير عنوان الشحن لطلبي رقم 78901 بعد تأكيد الدفع، وما هي المدة المتاحة لذلك؟,complex,others,16,4,{},2,0
1598,أرغب في إلغاء حسابي في المتجر، ما هي الخطوات اللازمة لذلك وهل سيتم حذف بياناتي الشخصية؟,complex,others,16,4,{'في': 2},2,1
1599,في حال وجود مشكلة تقنية أثناء تصفح الموقع، كيف يمكنني الإبلاغ عنها أو طلب المساعدة الفنية؟,complex,others,16,3,{},2,0
1600,هل لديكم برنامج شراكة أو خصومات خاصة للشركات أو الطلبات بكميات كبيرة من أجهزة اللابتوب؟,complex,others,15,5,{'أو': 2},1,1
1601,أريد معرفة كيفية استخدام كوبون خصم قمت بالحصول عليه، وأين يتم إدخاله عند الشراء؟,complex,others,14,1,{},2,0
